original_file,spectrogram_file,emotion,split
1015_IEO_ANG_HI.wav,angry_0037.png,angry,train
1086_IOM_NEU_XX.wav,neutral_0038.png,neutral,train
1005_DFA_HAP_XX.wav,happy_0039.png,happy,train
1064_IEO_FEA_MD.wav,fear_0040.png,fear,train
1084_DFA_NEU_XX.wav,neutral_0041.png,neutral,train
1091_DFA_DIS_XX.wav,disgust_0042.png,disgust,train
1077_IWL_FEA_XX.wav,fear_0043.png,fear,train
1041_ITH_DIS_XX.wav,disgust_0044.png,disgust,train
1082_ITS_DIS_XX.wav,disgust_0045.png,disgust,train
1011_IEO_SAD_MD.wav,sad_0046.png,sad,train
1043_DFA_FEA_XX.wav,fear_0047.png,fear,train
1046_TSI_NEU_XX.wav,neutral_0048.png,neutral,train
1083_WSI_DIS_XX.wav,disgust_0049.png,disgust,train
1057_IWL_HAP_XX.wav,happy_0050.png,happy,train
1045_IOM_DIS_XX.wav,disgust_0051.png,disgust,train
1074_TSI_SAD_XX.wav,sad_0052.png,sad,train
1060_TIE_FEA_XX.wav,fear_0053.png,fear,train
1054_IEO_HAP_MD.wav,happy_0054.png,happy,train
1025_IEO_ANG_MD.wav,angry_0055.png,angry,train
1042_DFA_DIS_XX.wav,disgust_0056.png,disgust,train
1020_IEO_HAP_LO.wav,happy_0057.png,happy,train
1026_IOM_NEU_XX.wav,neutral_0058.png,neutral,train
1065_IOM_FEA_XX.wav,fear_0059.png,fear,train
1021_TSI_FEA_XX.wav,fear_0060.png,fear,train
1086_IWW_FEA_XX.wav,fear_0061.png,fear,train
1015_IEO_DIS_HI.wav,disgust_0062.png,disgust,train
1065_DFA_ANG_XX.wav,angry_0063.png,angry,train
1054_IEO_HAP_LO.wav,happy_0064.png,happy,train
1064_IEO_SAD_MD.wav,sad_0065.png,sad,train
1051_IWW_SAD_XX.wav,sad_0066.png,sad,train
1025_IWL_FEA_XX.wav,fear_0067.png,fear,train
1019_IEO_SAD_HI.wav,sad_0068.png,sad,train
1017_IWL_NEU_XX.wav,neutral_0069.png,neutral,train
1058_TAI_NEU_XX.wav,neutral_0070.png,neutral,train
1063_WSI_SAD_XX.wav,sad_0071.png,sad,train
1072_IEO_SAD_MD.wav,sad_0072.png,sad,train
1052_IOM_FEA_XX.wav,fear_0073.png,fear,train
1065_MTI_HAP_XX.wav,happy_0074.png,happy,train
1038_TSI_HAP_XX.wav,happy_0075.png,happy,train
1037_TSI_DIS_XX.wav,disgust_0076.png,disgust,train
1078_IWL_NEU_XX.wav,neutral_0077.png,neutral,train
1036_IEO_DIS_LO.wav,disgust_0078.png,disgust,train
1020_MTI_DIS_XX.wav,disgust_0079.png,disgust,train
1019_IEO_SAD_LO.wav,sad_0080.png,sad,train
1052_IEO_ANG_MD.wav,angry_0081.png,angry,train
1025_ITS_NEU_XX.wav,neutral_0082.png,neutral,train
1081_WSI_SAD_XX.wav,sad_0083.png,sad,train
1033_ITS_ANG_XX.wav,angry_0084.png,angry,train
1030_TIE_ANG_XX.wav,angry_0085.png,angry,train
1003_IEO_ANG_LO.wav,angry_0086.png,angry,train
1008_IWL_FEA_XX.wav,fear_0087.png,fear,train
1051_MTI_NEU_XX.wav,neutral_0088.png,neutral,train
1081_IWL_NEU_XX.wav,neutral_0089.png,neutral,train
1079_TSI_SAD_XX.wav,sad_0090.png,sad,train
1033_TIE_FEA_XX.wav,fear_0091.png,fear,train
1083_MTI_SAD_XX.wav,sad_0092.png,sad,train
1066_TAI_ANG_XX.wav,angry_0093.png,angry,train
1070_TSI_FEA_XX.wav,fear_0094.png,fear,train
1005_DFA_ANG_XX.wav,angry_0095.png,angry,train
1064_MTI_DIS_XX.wav,disgust_0096.png,disgust,train
1026_TAI_SAD_XX.wav,sad_0097.png,sad,train
1031_IEO_DIS_MD.wav,disgust_0098.png,disgust,train
1004_IEO_NEU_XX.wav,neutral_0099.png,neutral,train
1051_DFA_ANG_XX.wav,angry_0100.png,angry,train
1010_TIE_HAP_XX.wav,happy_0101.png,happy,train
1083_WSI_ANG_XX.wav,angry_0102.png,angry,train
1021_WSI_NEU_XX.wav,neutral_0103.png,neutral,train
1034_WSI_SAD_XX.wav,sad_0104.png,sad,train
1063_IWL_ANG_XX.wav,angry_0105.png,angry,train
1025_IEO_FEA_MD.wav,fear_0106.png,fear,train
1007_IEO_SAD_MD.wav,sad_0107.png,sad,train
1076_TIE_NEU_XX.wav,neutral_0108.png,neutral,train
1003_TAI_NEU_XX.wav,neutral_0109.png,neutral,train
1017_IOM_DIS_XX.wav,disgust_0110.png,disgust,train
1009_IWL_FEA_XX.wav,fear_0111.png,fear,train
1056_ITH_SAD_XX.wav,sad_0112.png,sad,train
1071_TSI_NEU_XX.wav,neutral_0113.png,neutral,train
1065_WSI_DIS_XX.wav,disgust_0114.png,disgust,train
1027_TAI_FEA_XX.wav,fear_0115.png,fear,train
1072_IWL_ANG_XX.wav,angry_0116.png,angry,train
1009_WSI_NEU_XX.wav,neutral_0117.png,neutral,train
1082_MTI_HAP_XX.wav,happy_0118.png,happy,train
1056_IWL_ANG_XX.wav,angry_0119.png,angry,train
1056_IEO_DIS_HI.wav,disgust_0120.png,disgust,train
1074_IEO_HAP_LO.wav,happy_0121.png,happy,train
1009_IWL_NEU_XX.wav,neutral_0122.png,neutral,train
1067_IWW_SAD_XX.wav,sad_0123.png,sad,train
1020_IWW_ANG_XX.wav,angry_0124.png,angry,train
1083_MTI_DIS_XX.wav,disgust_0125.png,disgust,train
1046_MTI_DIS_XX.wav,disgust_0126.png,disgust,train
1013_MTI_FEA_XX.wav,fear_0127.png,fear,train
1087_TSI_NEU_XX.wav,neutral_0128.png,neutral,train
1049_IWL_SAD_XX.wav,sad_0129.png,sad,train
1087_DFA_DIS_XX.wav,disgust_0130.png,disgust,train
1030_ITH_NEU_XX.wav,neutral_0131.png,neutral,train
1026_IWW_HAP_XX.wav,happy_0132.png,happy,train
1086_ITS_HAP_XX.wav,happy_0133.png,happy,train
1003_WSI_HAP_XX.wav,happy_0134.png,happy,train
1033_TIE_DIS_XX.wav,disgust_0135.png,disgust,train
1026_ITH_ANG_XX.wav,angry_0136.png,angry,train
1051_DFA_HAP_XX.wav,happy_0137.png,happy,train
1048_TIE_SAD_XX.wav,sad_0138.png,sad,train
1031_MTI_FEA_XX.wav,fear_0139.png,fear,train
1007_ITS_NEU_XX.wav,neutral_0140.png,neutral,train
1075_IEO_DIS_HI.wav,disgust_0141.png,disgust,train
1088_DFA_FEA_XX.wav,fear_0142.png,fear,train
1054_TSI_HAP_XX.wav,happy_0143.png,happy,train
1024_DFA_HAP_XX.wav,happy_0144.png,happy,train
1062_IWW_ANG_XX.wav,angry_0145.png,angry,train
1018_TIE_DIS_XX.wav,disgust_0146.png,disgust,train
1013_TIE_SAD_XX.wav,sad_0147.png,sad,train
1067_IWL_DIS_XX.wav,disgust_0148.png,disgust,train
1024_IEO_FEA_LO.wav,fear_0149.png,fear,train
1015_ITH_HAP_XX.wav,happy_0150.png,happy,train
1028_TSI_FEA_XX.wav,fear_0151.png,fear,train
1015_ITH_DIS_XX.wav,disgust_0152.png,disgust,train
1067_DFA_HAP_XX.wav,happy_0153.png,happy,train
1056_MTI_NEU_XX.wav,neutral_0154.png,neutral,train
1018_IEO_ANG_LO.wav,angry_0155.png,angry,train
1035_IWL_DIS_XX.wav,disgust_0156.png,disgust,train
1067_IEO_ANG_HI.wav,angry_0157.png,angry,train
1053_IEO_FEA_MD.wav,fear_0158.png,fear,train
1024_TSI_DIS_XX.wav,disgust_0159.png,disgust,train
1065_WSI_SAD_XX.wav,sad_0160.png,sad,train
1021_IEO_SAD_LO.wav,sad_0161.png,sad,train
1058_IWL_DIS_XX.wav,disgust_0162.png,disgust,train
1062_TAI_ANG_XX.wav,angry_0163.png,angry,train
1052_IWL_DIS_XX.wav,disgust_0164.png,disgust,train
1012_TSI_NEU_XX.wav,neutral_0165.png,neutral,train
1069_IWL_NEU_XX.wav,neutral_0166.png,neutral,train
1047_IOM_HAP_XX.wav,happy_0167.png,happy,train
1022_MTI_ANG_XX.wav,angry_0168.png,angry,train
1088_TIE_ANG_XX.wav,angry_0169.png,angry,train
1006_IOM_DIS_XX.wav,disgust_0170.png,disgust,train
1020_ITH_SAD_XX.wav,sad_0171.png,sad,train
1014_TIE_DIS_XX.wav,disgust_0172.png,disgust,train
1014_TSI_ANG_XX.wav,angry_0173.png,angry,train
1032_TSI_NEU_XX.wav,neutral_0174.png,neutral,train
1042_WSI_HAP_XX.wav,happy_0175.png,happy,train
1045_WSI_DIS_XX.wav,disgust_0176.png,disgust,train
1022_TAI_ANG_XX.wav,angry_0177.png,angry,train
1045_WSI_FEA_XX.wav,fear_0178.png,fear,train
1039_IOM_DIS_XX.wav,disgust_0179.png,disgust,train
1009_TAI_HAP_XX.wav,happy_0180.png,happy,train
1090_TAI_DIS_XX.wav,disgust_0181.png,disgust,train
1042_IEO_DIS_LO.wav,disgust_0182.png,disgust,train
1005_IEO_DIS_MD.wav,disgust_0183.png,disgust,train
1004_TSI_FEA_XX.wav,fear_0184.png,fear,train
1008_IEO_FEA_MD.wav,fear_0185.png,fear,train
1037_IWW_SAD_XX.wav,sad_0186.png,sad,train
1056_IEO_SAD_MD.wav,sad_0187.png,sad,train
1018_IOM_FEA_XX.wav,fear_0188.png,fear,train
1006_MTI_ANG_XX.wav,angry_0189.png,angry,train
1010_MTI_HAP_XX.wav,happy_0190.png,happy,train
1083_IWW_FEA_XX.wav,fear_0191.png,fear,train
1054_DFA_DIS_XX.wav,disgust_0192.png,disgust,train
1084_IWW_DIS_XX.wav,disgust_0193.png,disgust,train
1002_MTI_DIS_XX.wav,disgust_0194.png,disgust,train
1038_IEO_FEA_HI.wav,fear_0195.png,fear,train
1063_ITS_NEU_XX.wav,neutral_0196.png,neutral,train
1063_WSI_FEA_XX.wav,fear_0197.png,fear,train
1087_ITH_HAP_XX.wav,happy_0198.png,happy,train
1076_TAI_FEA_XX.wav,fear_0199.png,fear,train
1069_IEO_ANG_HI.wav,angry_0200.png,angry,train
1029_IWL_HAP_XX.wav,happy_0201.png,happy,train
1011_ITS_ANG_XX.wav,angry_0202.png,angry,train
1004_ITS_SAD_XX.wav,sad_0203.png,sad,train
1034_IEO_FEA_LO.wav,fear_0204.png,fear,train
1090_IWW_HAP_XX.wav,happy_0205.png,happy,train
1062_DFA_NEU_XX.wav,neutral_0206.png,neutral,train
1033_IWW_ANG_XX.wav,angry_0207.png,angry,train
1040_WSI_SAD_XX.wav,sad_0208.png,sad,train
1067_WSI_ANG_XX.wav,angry_0209.png,angry,train
1053_IWL_FEA_XX.wav,fear_0210.png,fear,train
1081_WSI_DIS_XX.wav,disgust_0211.png,disgust,train
1015_IWW_FEA_XX.wav,fear_0212.png,fear,train
1025_IWL_SAD_XX.wav,sad_0213.png,sad,train
1057_ITH_SAD_XX.wav,sad_0214.png,sad,train
1032_TSI_ANG_XX.wav,angry_0215.png,angry,train
1041_ITS_SAD_XX.wav,sad_0216.png,sad,train
1087_IWL_SAD_XX.wav,sad_0217.png,sad,train
1022_TAI_DIS_XX.wav,disgust_0218.png,disgust,train
1042_DFA_NEU_XX.wav,neutral_0219.png,neutral,train
1035_MTI_DIS_XX.wav,disgust_0220.png,disgust,train
1022_TIE_FEA_XX.wav,fear_0221.png,fear,train
1060_IOM_ANG_XX.wav,angry_0222.png,angry,train
1039_IOM_ANG_XX.wav,angry_0223.png,angry,train
1010_TIE_FEA_XX.wav,fear_0224.png,fear,train
1087_TIE_FEA_XX.wav,fear_0225.png,fear,train
1013_IWL_NEU_XX.wav,neutral_0226.png,neutral,train
1042_IWL_FEA_XX.wav,fear_0227.png,fear,train
1077_ITH_SAD_XX.wav,sad_0228.png,sad,train
1029_TAI_DIS_XX.wav,disgust_0229.png,disgust,train
1045_IEO_SAD_HI.wav,sad_0230.png,sad,train
1006_MTI_SAD_XX.wav,sad_0231.png,sad,train
1074_MTI_FEA_XX.wav,fear_0232.png,fear,train
1016_WSI_SAD_XX.wav,sad_0233.png,sad,train
1072_ITH_DIS_XX.wav,disgust_0234.png,disgust,train
1018_MTI_DIS_XX.wav,disgust_0235.png,disgust,train
1077_MTI_ANG_XX.wav,angry_0236.png,angry,train
1049_DFA_HAP_XX.wav,happy_0237.png,happy,train
1044_ITH_FEA_XX.wav,fear_0238.png,fear,train
1034_IEO_FEA_MD.wav,fear_0239.png,fear,train
1004_ITH_ANG_XX.wav,angry_0240.png,angry,train
1080_TAI_NEU_XX.wav,neutral_0241.png,neutral,train
1038_IEO_FEA_LO.wav,fear_0242.png,fear,train
1005_TAI_FEA_XX.wav,fear_0243.png,fear,train
1054_IEO_ANG_HI.wav,angry_0244.png,angry,train
1024_TSI_ANG_XX.wav,angry_0245.png,angry,train
1017_IWL_SAD_XX.wav,sad_0246.png,sad,train
1064_TIE_FEA_XX.wav,fear_0247.png,fear,train
1048_IEO_FEA_LO.wav,fear_0248.png,fear,train
1030_IWW_SAD_XX.wav,sad_0249.png,sad,train
1090_IWL_NEU_XX.wav,neutral_0250.png,neutral,train
1074_ITS_NEU_XX.wav,neutral_0251.png,neutral,train
1052_TIE_DIS_XX.wav,disgust_0252.png,disgust,train
1088_ITS_SAD_XX.wav,sad_0253.png,sad,train
1011_DFA_DIS_XX.wav,disgust_0254.png,disgust,train
1083_WSI_SAD_XX.wav,sad_0255.png,sad,train
1053_IEO_HAP_MD.wav,happy_0256.png,happy,train
1001_IEO_HAP_MD.wav,happy_0257.png,happy,train
1073_ITH_FEA_XX.wav,fear_0258.png,fear,train
1074_WSI_HAP_XX.wav,happy_0259.png,happy,train
1066_TIE_FEA_XX.wav,fear_0260.png,fear,train
1002_IOM_DIS_XX.wav,disgust_0261.png,disgust,train
1086_WSI_HAP_XX.wav,happy_0262.png,happy,train
1025_WSI_FEA_XX.wav,fear_0263.png,fear,train
1022_IOM_SAD_XX.wav,sad_0264.png,sad,train
1003_TAI_HAP_XX.wav,happy_0265.png,happy,train
1050_IEO_DIS_HI.wav,disgust_0266.png,disgust,train
1045_IEO_ANG_MD.wav,angry_0267.png,angry,train
1059_IEO_DIS_HI.wav,disgust_0268.png,disgust,train
1053_ITH_SAD_XX.wav,sad_0269.png,sad,train
1032_ITS_HAP_XX.wav,happy_0270.png,happy,train
1035_IEO_DIS_HI.wav,disgust_0271.png,disgust,train
1031_TAI_ANG_XX.wav,angry_0272.png,angry,train
1028_WSI_SAD_XX.wav,sad_0273.png,sad,train
1080_DFA_SAD_XX.wav,sad_0274.png,sad,train
1027_MTI_HAP_XX.wav,happy_0275.png,happy,train
1036_IEO_ANG_MD.wav,angry_0276.png,angry,train
1044_ITS_HAP_XX.wav,happy_0277.png,happy,train
1083_ITH_NEU_XX.wav,neutral_0278.png,neutral,train
1018_ITH_SAD_XX.wav,sad_0279.png,sad,train
1018_IEO_HAP_LO.wav,happy_0280.png,happy,train
1010_IEO_HAP_HI.wav,happy_0281.png,happy,train
1078_IOM_NEU_XX.wav,neutral_0282.png,neutral,train
1034_ITS_HAP_XX.wav,happy_0283.png,happy,train
1055_ITS_FEA_XX.wav,fear_0284.png,fear,train
1058_IEO_DIS_HI.wav,disgust_0285.png,disgust,train
1046_WSI_DIS_XX.wav,disgust_0286.png,disgust,train
1035_IWW_NEU_XX.wav,neutral_0287.png,neutral,train
1087_IEO_DIS_MD.wav,disgust_0288.png,disgust,train
1053_WSI_HAP_XX.wav,happy_0289.png,happy,train
1067_MTI_SAD_XX.wav,sad_0290.png,sad,train
1038_ITS_HAP_XX.wav,happy_0291.png,happy,train
1021_IEO_SAD_HI.wav,sad_0292.png,sad,train
1014_IOM_FEA_XX.wav,fear_0293.png,fear,train
1076_ITS_FEA_XX.wav,fear_0294.png,fear,train
1011_IEO_SAD_HI.wav,sad_0295.png,sad,train
1005_TIE_DIS_XX.wav,disgust_0296.png,disgust,train
1047_IEO_HAP_LO.wav,happy_0297.png,happy,train
1072_TSI_ANG_XX.wav,angry_0298.png,angry,train
1069_IWW_SAD_XX.wav,sad_0299.png,sad,train
1021_WSI_HAP_XX.wav,happy_0300.png,happy,train
1063_IWW_FEA_XX.wav,fear_0301.png,fear,train
1006_IWW_DIS_XX.wav,disgust_0302.png,disgust,train
1039_IEO_ANG_MD.wav,angry_0303.png,angry,train
1028_ITS_NEU_XX.wav,neutral_0304.png,neutral,train
1066_IWL_NEU_XX.wav,neutral_0305.png,neutral,train
1011_IOM_DIS_XX.wav,disgust_0306.png,disgust,train
1060_ITH_FEA_XX.wav,fear_0307.png,fear,train
1084_MTI_SAD_XX.wav,sad_0308.png,sad,train
1075_IOM_ANG_XX.wav,angry_0309.png,angry,train
1016_IEO_ANG_MD.wav,angry_0310.png,angry,train
1082_TAI_SAD_XX.wav,sad_0311.png,sad,train
1029_DFA_SAD_XX.wav,sad_0312.png,sad,train
1060_IWW_DIS_XX.wav,disgust_0313.png,disgust,train
1082_TIE_DIS_XX.wav,disgust_0314.png,disgust,train
1073_TSI_SAD_XX.wav,sad_0315.png,sad,train
1084_WSI_HAP_XX.wav,happy_0316.png,happy,train
1020_ITS_HAP_XX.wav,happy_0317.png,happy,train
1033_IWW_SAD_XX.wav,sad_0318.png,sad,train
1076_IEO_SAD_HI.wav,sad_0319.png,sad,train
1061_IWW_DIS_XX.wav,disgust_0320.png,disgust,train
1084_IEO_HAP_LO.wav,happy_0321.png,happy,train
1080_IOM_SAD_XX.wav,sad_0322.png,sad,train
1026_TSI_NEU_XX.wav,neutral_0323.png,neutral,train
1032_IEO_SAD_MD.wav,sad_0324.png,sad,train
1066_TSI_ANG_XX.wav,angry_0325.png,angry,train
1055_TSI_HAP_XX.wav,happy_0326.png,happy,train
1035_TSI_DIS_XX.wav,disgust_0327.png,disgust,train
1002_DFA_FEA_XX.wav,fear_0328.png,fear,train
1020_IOM_NEU_XX.wav,neutral_0329.png,neutral,train
1074_IEO_DIS_MD.wav,disgust_0330.png,disgust,train
1034_WSI_FEA_XX.wav,fear_0331.png,fear,train
1063_IEO_ANG_HI.wav,angry_0332.png,angry,train
1014_IEO_SAD_MD.wav,sad_0333.png,sad,train
1073_ITH_ANG_XX.wav,angry_0334.png,angry,train
1086_TIE_HAP_XX.wav,happy_0335.png,happy,train
1007_IEO_HAP_LO.wav,happy_0336.png,happy,train
1080_WSI_FEA_XX.wav,fear_0337.png,fear,train
1080_TIE_FEA_XX.wav,fear_0338.png,fear,train
1024_MTI_FEA_XX.wav,fear_0339.png,fear,train
1039_IWW_SAD_XX.wav,sad_0340.png,sad,train
1071_IWW_HAP_XX.wav,happy_0341.png,happy,train
1003_IEO_FEA_HI.wav,fear_0342.png,fear,train
1068_ITS_ANG_XX.wav,angry_0343.png,angry,train
1079_IOM_NEU_XX.wav,neutral_0344.png,neutral,train
1078_ITH_SAD_XX.wav,sad_0345.png,sad,train
1034_ITS_ANG_XX.wav,angry_0346.png,angry,train
1069_ITH_FEA_XX.wav,fear_0347.png,fear,train
1047_IWL_DIS_XX.wav,disgust_0348.png,disgust,train
1083_IOM_ANG_XX.wav,angry_0349.png,angry,train
1046_IOM_DIS_XX.wav,disgust_0350.png,disgust,train
1079_IEO_ANG_LO.wav,angry_0351.png,angry,train
1017_TAI_NEU_XX.wav,neutral_0352.png,neutral,train
1048_IOM_SAD_XX.wav,sad_0353.png,sad,train
1050_IEO_DIS_MD.wav,disgust_0354.png,disgust,train
1005_WSI_SAD_XX.wav,sad_0355.png,sad,train
1041_IOM_DIS_XX.wav,disgust_0356.png,disgust,train
1058_ITH_FEA_XX.wav,fear_0357.png,fear,train
1090_IWW_DIS_XX.wav,disgust_0358.png,disgust,train
1013_IWL_FEA_XX.wav,fear_0359.png,fear,train
1076_TIE_FEA_XX.wav,fear_0360.png,fear,train
1033_MTI_HAP_XX.wav,happy_0361.png,happy,train
1029_IEO_SAD_HI.wav,sad_0362.png,sad,train
1045_MTI_ANG_XX.wav,angry_0363.png,angry,train
1078_MTI_SAD_XX.wav,sad_0364.png,sad,train
1047_IWW_DIS_XX.wav,disgust_0365.png,disgust,train
1083_IWL_SAD_XX.wav,sad_0366.png,sad,train
1010_IEO_DIS_HI.wav,disgust_0367.png,disgust,train
1060_ITH_DIS_XX.wav,disgust_0368.png,disgust,train
1046_ITH_SAD_XX.wav,sad_0369.png,sad,train
1072_ITS_ANG_XX.wav,angry_0370.png,angry,train
1003_TSI_FEA_XX.wav,fear_0371.png,fear,train
1012_ITS_DIS_XX.wav,disgust_0372.png,disgust,train
1034_ITS_SAD_XX.wav,sad_0373.png,sad,train
1005_IOM_HAP_XX.wav,happy_0374.png,happy,train
1080_TSI_SAD_XX.wav,sad_0375.png,sad,train
1079_IOM_HAP_XX.wav,happy_0376.png,happy,train
1057_TIE_SAD_XX.wav,sad_0377.png,sad,train
1089_TAI_ANG_XX.wav,angry_0378.png,angry,train
1006_TSI_NEU_XX.wav,neutral_0379.png,neutral,train
1067_IWW_HAP_XX.wav,happy_0380.png,happy,train
1050_ITH_SAD_XX.wav,sad_0381.png,sad,train
1030_IWL_DIS_XX.wav,disgust_0382.png,disgust,train
1005_TIE_ANG_XX.wav,angry_0383.png,angry,train
1072_IEO_HAP_MD.wav,happy_0384.png,happy,train
1083_ITS_FEA_XX.wav,fear_0385.png,fear,train
1077_ITS_SAD_XX.wav,sad_0386.png,sad,train
1070_IWL_DIS_XX.wav,disgust_0387.png,disgust,train
1011_IEO_NEU_XX.wav,neutral_0388.png,neutral,train
1008_DFA_SAD_XX.wav,sad_0389.png,sad,train
1041_WSI_NEU_XX.wav,neutral_0390.png,neutral,train
1070_IEO_SAD_LO.wav,sad_0391.png,sad,train
1090_ITH_NEU_XX.wav,neutral_0392.png,neutral,train
1071_TIE_DIS_XX.wav,disgust_0393.png,disgust,train
1051_TAI_NEU_XX.wav,neutral_0394.png,neutral,train
1054_IEO_DIS_HI.wav,disgust_0395.png,disgust,train
1013_MTI_SAD_XX.wav,sad_0396.png,sad,train
1028_ITS_DIS_XX.wav,disgust_0397.png,disgust,train
1005_DFA_FEA_XX.wav,fear_0398.png,fear,train
1043_ITS_DIS_XX.wav,disgust_0399.png,disgust,train
1045_IEO_ANG_HI.wav,angry_0400.png,angry,train
1021_TIE_DIS_XX.wav,disgust_0401.png,disgust,train
1071_TIE_FEA_XX.wav,fear_0402.png,fear,train
1027_IEO_SAD_MD.wav,sad_0403.png,sad,train
1009_ITS_NEU_XX.wav,neutral_0404.png,neutral,train
1086_WSI_SAD_XX.wav,sad_0405.png,sad,train
1078_IWL_HAP_XX.wav,happy_0406.png,happy,train
1011_WSI_SAD_XX.wav,sad_0407.png,sad,train
1022_IEO_HAP_LO.wav,happy_0408.png,happy,train
1081_IEO_SAD_MD.wav,sad_0409.png,sad,train
1033_IEO_ANG_LO.wav,angry_0410.png,angry,train
1060_IOM_HAP_XX.wav,happy_0411.png,happy,train
1027_DFA_HAP_XX.wav,happy_0412.png,happy,train
1017_TAI_HAP_XX.wav,happy_0413.png,happy,train
1060_ITS_DIS_XX.wav,disgust_0414.png,disgust,train
1040_IOM_HAP_XX.wav,happy_0415.png,happy,train
1052_TIE_SAD_XX.wav,sad_0416.png,sad,train
1052_IEO_DIS_LO.wav,disgust_0417.png,disgust,train
1007_TIE_SAD_XX.wav,sad_0418.png,sad,train
1008_TIE_HAP_XX.wav,happy_0419.png,happy,train
1072_IEO_SAD_LO.wav,sad_0420.png,sad,train
1047_IWL_HAP_XX.wav,happy_0421.png,happy,train
1030_MTI_FEA_XX.wav,fear_0422.png,fear,train
1064_TSI_HAP_XX.wav,happy_0423.png,happy,train
1047_MTI_ANG_XX.wav,angry_0424.png,angry,train
1039_ITH_SAD_XX.wav,sad_0425.png,sad,train
1001_IOM_FEA_XX.wav,fear_0426.png,fear,train
1080_IEO_SAD_MD.wav,sad_0427.png,sad,train
1003_IEO_FEA_LO.wav,fear_0428.png,fear,train
1009_ITS_ANG_XX.wav,angry_0429.png,angry,train
1002_TAI_HAP_XX.wav,happy_0430.png,happy,train
1079_TSI_DIS_XX.wav,disgust_0431.png,disgust,train
1047_IEO_FEA_HI.wav,fear_0432.png,fear,train
1005_IWL_NEU_XX.wav,neutral_0433.png,neutral,train
1026_TIE_DIS_XX.wav,disgust_0434.png,disgust,train
1015_DFA_SAD_XX.wav,sad_0435.png,sad,train
1041_IEO_HAP_LO.wav,happy_0436.png,happy,train
1052_DFA_DIS_XX.wav,disgust_0437.png,disgust,train
1044_MTI_DIS_XX.wav,disgust_0438.png,disgust,train
1018_IEO_SAD_HI.wav,sad_0439.png,sad,train
1089_IEO_FEA_MD.wav,fear_0440.png,fear,train
1066_TSI_DIS_XX.wav,disgust_0441.png,disgust,train
1020_MTI_ANG_XX.wav,angry_0442.png,angry,train
1049_IEO_HAP_LO.wav,happy_0443.png,happy,train
1060_WSI_HAP_XX.wav,happy_0444.png,happy,train
1033_IEO_FEA_LO.wav,fear_0445.png,fear,train
1051_IEO_FEA_LO.wav,fear_0446.png,fear,train
1063_TIE_ANG_XX.wav,angry_0447.png,angry,train
1047_DFA_FEA_XX.wav,fear_0448.png,fear,train
1005_IWL_SAD_XX.wav,sad_0449.png,sad,train
1082_ITS_NEU_XX.wav,neutral_0450.png,neutral,train
1070_TIE_HAP_XX.wav,happy_0451.png,happy,train
1050_IEO_NEU_XX.wav,neutral_0452.png,neutral,train
1038_IWL_HAP_XX.wav,happy_0453.png,happy,train
1002_DFA_DIS_XX.wav,disgust_0454.png,disgust,train
